name,review,image
Skechers Trego - Base Camp Dames Wandelschoenen,"Geschreven bij Skechers Hiking Trego Base Camp wandelschoenen bruin - Maat 38
Zijn dan, voor mij, totaal geen sexy schoenen.  Maar ohh, wat zitten ze heerlijk! Super stevig, goed aansluitend om de voeten en enkels. Gewoon mijn eigen maat genomen en zit dus als gegoten. Voel me stoer en staan best leuk onder een spijkerbroek of sportieve joggingbroek. Loopt bovendien echt fijn. Gelijk in de regen een wandeling van 1 uur gemaakt.  Geen spijt!!",https://media.s-bol.com/j6xA4g58Dy14/YENjE2/550x469.jpg
Skechers Trego - Base Camp Dames Wandelschoenen,"Geschreven bij Skechers Hiking Trego Base Camp wandelschoenen bruin - Maat 40
Stevige wandelschoen, leuke kleuren, zachte zool, geen pijnlijke voeten, vallen wel ruim uit in schoenmaat. Heb dan ook een paar moeten retourneren wegens te groot zijnde.",https://media.s-bol.com/j6xA4g58Dy14/YENjE2/550x469.jpg
Skechers Trego - Base Camp Dames Wandelschoenen,"Geschreven bij Skechers Hiking Trego Base Camp wandelschoenen bruin - Maat 38
Ze zitten lekker en zijn gemakkelijk aan te trekken",https://media.s-bol.com/j6xA4g58Dy14/YENjE2/550x469.jpg
Skechers Trego - Base Camp Dames Wandelschoenen,"Geschreven bij Skechers Trego - Base Camp Dames Wandelschoenen - Kaki - Maat 39
Lopen en zitten goed, maar als je door nat gras loopt heb je kletsnatte voeten, ik heb de leverancier gemaild en die zegt dat mag omdat ze niet waterdicht zijn",https://media.s-bol.com/j6xA4g58Dy14/YENjE2/550x469.jpg
Skechers Trego - Base Camp Dames Wandelschoenen,Licht,https://media.s-bol.com/j6xA4g58Dy14/YENjE2/550x469.jpg
Skechers Trego - Base Camp Dames Wandelschoenen,"Geschreven bij Skechers Hiking Trego Base Camp wandelschoenen bruin - Maat 39
Brede voeten en halluxtenen passen er goed in. Steunzolen ook. Maar ik heb wel halve maat groter besteld omdat mijn ene voet groter is dan de andere. De veters zijn heel sterk en kan je stevig strak krijgen. Ik loop veel met de hond door zompige blubber en ze zijn waterdicht gebleken. Ik vind de schoenen mooi en trendy. Ik zou graag volgend jaar een versie willen met zachte wollige voering voor warmere wintervoeten",https://media.s-bol.com/j6xA4g58Dy14/YENjE2/550x469.jpg
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,Schoenen lopen heerlijk. Ook in het bos en in bergachtig gebied.In een woord Top,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,"Geschreven bij Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 40
Lopen heerlijk met een fijne zool en leest",https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,"Geschreven bij Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 39
Heerlijke soepele wndelschoenen die ook warm zitten",https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,"Geschreven bij Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 36
Comfortabel",https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg
The North Face  Dames Wandelschoenen - Maat 39,als of je op wolken loopt,https://media.s-bol.com/xjJzolX554Ml/ZWNLv2/550x335.jpg
Skechers ARCH-FIT DISCOVER-ELEVATION G dames sneakers,"Geschreven bij Skechers Arch Fit Discover Wandelschoenen Vrouwen - Maat 38
Fijne lichte wandelschoenen met prima pasvorm",https://media.s-bol.com/qpxNgR9mn5Y0/MEy5BA/550x320.jpg
Jack Wolfskin Vojo 3 Texapore Mid Wandelschoenen Dames,"stevige schoen,valtwel klein",https://media.s-bol.com/Y7YgLKXM5nnY/550x464.jpg
The North Face M Litewave Fastpack II Mid Wp Snowboots Heren,"Geschreven bij The North Face M Litewave Fastpack II Mid Wp Snowboots Heren - Zwart - Maat 46
Deze schoenen zijn zeer licht en daarom coomfortabel om te dragen. Wel merk ik dat de veters snel losgaan en je anders moet strikken om daar geen last van te hebben. Ook de zolen zijn redelijk snel versleten als je ze 'normaal' gebruikt. Prijs/kwaliteit van de schoen vind ik echter meer dan prima. Licht, fijne stof, lopen fijn.",https://media.s-bol.com/ZwJ1rDPorNyg/Bg2qn3X/550x485.jpg
The North Face M Litewave Fastpack II Mid Wp Snowboots Heren,"Geschreven bij The North Face M Litewave Fastpack II Mid Wp Snowboots Heren - Zwart - Maat 46
Lopen heerlijk. Maar zijn beslist niet ""volledig waterdicht"", zoals wel gesteld wordt. Door nat gras lopen zorgt al voor natte en koude voeten!",https://media.s-bol.com/ZwJ1rDPorNyg/Bg2qn3X/550x485.jpg
The North Face W HEDGEHOG FASTPACK WP (EU) Wandelschoenen,"Geschreven bij The North Face W HEDGEHOG FASTPACK WP (EU) Dames Wandelschoenen - Maat 39
Fijne lichte schoen, wel 1 maat groter besteld dan dat ik normaal heb ivm uitzetten voeten",https://media.s-bol.com/q5XVp9MnN323/6QNB7N/550x378.jpg
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,"Geschreven bij Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 45
Lang gezocht naar schoenen met een brede pasvorm en heb die met deze gevonden. Vooral de teenruimte is een verademing.",https://media.s-bol.com/7AwAgMojLq18/550x352.jpg
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,"Geschreven bij Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 42
Hele fijne wandelschoenen met brede pasvorm. Ik heb ze niet in hoeven lopen ze zaten meteen goed. Het herenmodel heeft een bredere pasvorm daarom heb ik hier voor gekozen.Helaas liet bij de vierde wandeling er een haakje los waar de veter om heen moet. Ik heb dit gemeld en kreeg heel snel antwoord. Ik krijg een paar nieuwe schoenen. Nu wist ik niet wat ik moest verwachten maar dit is boven verwachting. Dit is topservice !Dank jullie wel ToExplore.",https://media.s-bol.com/7AwAgMojLq18/550x352.jpg
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,"Geschreven bij Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43
fijne pasvorm, mooi materiaal",https://media.s-bol.com/7AwAgMojLq18/550x352.jpg
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,"Geschreven bij Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 43
Perfecte pasvorm en lopen lekker",https://media.s-bol.com/7AwAgMojLq18/550x352.jpg
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,Goede keus,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,"Geschreven bij Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43
Goeie wandelschoenen, zitten perfect. Reeds een aantal wandelingen mee gedaan intussen, enkel positieve ervaringen.",https://media.s-bol.com/7AwAgMojLq18/550x352.jpg
Salomon XA PRO 3D GTX v8 Wandelschoenen Heren,"Geschreven bij Salomon XA PRO 3D GTX v8 Wandelschoenen Heren - Zwart - Maat 44
Goede schoen, maar na ruim een jaar laten het voorste deel van zool van beide schoenen los",https://media.s-bol.com/kow8KNE990KJ/550x282.jpg
Salomon XA PRO 3D GTX v8 Wandelschoenen Heren,"Geschreven bij Salomon XA PRO 3D v8 GTX Wandelschoenen Heren - Urban Chic/Zwart/Lime Punc - Maat 46 2/3
Zitten best prima",https://media.s-bol.com/kow8KNE990KJ/550x282.jpg
Salomon XA PRO 3D GTX v8 Wandelschoenen Heren,"Geschreven bij Salomon XA PRO 3D GTX v8 Wandelschoenen Heren - Zwart - Maat 42
wandelen gaat perfect met deze schoenen",https://media.s-bol.com/kow8KNE990KJ/550x282.jpg
Salomon XA PRO 3D GTX v8 Wandelschoenen Heren,Niet kopen. Ze zitten veel te goed.,https://media.s-bol.com/kow8KNE990KJ/550x282.jpg
Salomon XA PRO 3D GTX v8 Wandelschoenen Heren,"Geschreven bij Salomon XA PRO 3D GTX v8 Wandelschoenen Heren - Zwart - Maat 43 1/3
Zeer goeie kwaliteit",https://media.s-bol.com/kow8KNE990KJ/550x282.jpg
Salomon XA PRO 3D GTX v8 Wandelschoenen Heren,"Geschreven bij Salomon XA PRO 3D GTX v8 Wandelschoenen Heren - Zwart - Maat 42 2/3
Ik heb deze schoenen pas een dag, maar nu al dik tevreden. Ik draag normaal gesproken 42 en heb hiervan 42 2/3 (!) besteld. Zit prima.",https://media.s-bol.com/kow8KNE990KJ/550x282.jpg
The North Face M HEDGEHOG FASTPACK WP (EU) Wandelschoenen Mannen,"Geschreven bij The North Face M HEDGEHOG FASTPACK WP (EU) Wandelschoenen Mannen - Maat 46
Ik heb al jaren wandelschoenen van The North face en die bevallen uitstekend. Ze zijn licht aan de voeten, waterdicht en geschikt voor ruw terrein. En gaan lang mee.",https://media.s-bol.com/qAlEg0KAZG67/r0r3L9K/550x245.jpg
Merrell Moab 2 GTX Wandelschoenen Heren,"Geschreven bij Merrell Moab 2 GTX Wandelschoenen Heren - Maat 44
Goeie schoen, kwaliteit moet nog blijken maar ze zitten vanaf het begin al goed. Inderdaad, wel een maat groter bestellen als je normaal hebt.",https://media.s-bol.com/RlMzBk3VVzYY/550x328.jpg
Merrell Moab 2 GTX Wandelschoenen Heren,"Geschreven bij Merrell Moab 2 GTX Wandelschoenen Heren - Maat 45
Ik heb eerder dit type schoen gehad, die zat fantastisch. Deze nieuwe schoen zit aanzienlijk minder lekker, bovendien maakt de linkerschoen bij het afwikkelen van de voet een irritant geluid, een soort knakkend geluid",https://media.s-bol.com/RlMzBk3VVzYY/550x328.jpg
Merrell Moab 2 GTX Wandelschoenen Heren,"Geschreven bij Merrell Moab 2 Gtx Wandelschoenen Heren - Beluga
afgelopen zes jaar met zelfde sportschoenen gelopen, prima kwaliteit, daarom dezelfde teruggekocht",https://media.s-bol.com/RlMzBk3VVzYY/550x328.jpg
Merrell Moab 2 GTX Wandelschoenen Heren,"Geschreven bij Merrell Moab 2 Gore-Tex  Wandelschoenen - Maat 46 - Mannen - zwart/grijs
Twee pluspunten: voldoet aan verwachting en goede kwaliteit.",https://media.s-bol.com/RlMzBk3VVzYY/550x328.jpg
Merrell Moab 2 GTX Wandelschoenen Heren,"Geschreven bij Merrell J06039 - Volwassenen Heren wandelschoenenVrije tijdsschoenenWandelschoenen - Kleur: Grijs - Maat: 43
Ik ben al jarenlang drager van Merrell schoenen. De nood was er om te vernieuwen en daarom dit paar gekozen. Ze zijn stevig, veel steviger dan diegene die je in de decathlon koopt. Een goede zool en waterdicht of toch zo goed als.",https://media.s-bol.com/RlMzBk3VVzYY/550x328.jpg
Merrell Moab 2 GTX Wandelschoenen Heren,"Geschreven bij Merrell J06039 - Volwassenen Heren wandelschoenenVrije tijdsschoenenWandelschoenen - Kleur: Grijs - Maat: 43
Zeer goede kwaliteit voor zijn prijs.",https://media.s-bol.com/RlMzBk3VVzYY/550x328.jpg
Kjelvik leren dames wandelschoenen categorie B - Blauw - Uitneembare zool,"Geschreven bij Kjelvik dames wandelschoenen categorie B - Blauw - Maat 40 - Uitneembare zool
De prijs van de op 23 maart gekochte schoenen was 84,94 en de prijs werd op 29 maart gewijzigd in 69,94. Op de website: de onderste kleur is wit, maar wat ik heb ontvangen is grijs. Ik heb 2 cadeaubonnen gebruikt, dus ik kan de schoenen niet retourneren",https://media.s-bol.com/RnBvQVq2ZgyR/xg1M0r/550x475.jpg
Skechers Selmen My Turf Hiker Trail veterboots,"Geschreven bij Skechers Selmen - My Turf Dames Laarzen - Charcoal - Maat 39
Skethers altijd goed",https://media.s-bol.com/q8vAo2WX2J0y/7A9VVG/550x339.jpg
Grisport Sherpa Wandelschoenen Unisex,"Geschreven bij Grisport Sherpa Wandelschoenen Unisex - Brown - Maat 39
Dit zijn toffe wandelschoenen. Ik wandel in bossen, langs de kust of door het buitengebied van ons dorp. Heb nog geen ervaring met extreme regen of diepe plassen. Wel oppassen op gladde stoepen of wegen, dan hebben ze weinig grip.",https://media.s-bol.com/mZZlnznYLLp0/550x385.jpg
Merrell Moab 2 Mid GTX Wandelschoenen Heren,"Geschreven bij Merrell Moab 2 Mid Gore-Tex Wandelschoenen Mannen - Maat 46
Na wat opzoekwerk deze stappers gekozen. Blijken inderdaad zeer goed zittende wandelschoenen. Maar na een boswandeling in hevige regen blijken mijn nieuwe schoenen niet waterdicht. De rechter schoen liet water door waardoor een sok nat was. Contact opgenomen met leverancier Plutosport.nl. Moest de schoenen terug sturen, kreeg dezelfde dag nog een nieuw paar opgestuurd. Deden nergens moeilijk over! Super service!",https://media.s-bol.com/NOEv1KY0NvOz/550x390.jpg
Merrell Moab 2 Mid GTX Wandelschoenen Heren,"Geschreven bij Merrell Moab 2 Mid Gore-Tex Wandelschoenen Mannen - Maat 46
In het begin klonk het alsof de schoenen te groot waren,nu piepen mijn zolen vreselijk irritant.",https://media.s-bol.com/NOEv1KY0NvOz/550x390.jpg
Merrell Moab 2 Mid GTX Wandelschoenen Heren,"Geschreven bij Merrell  Moab 2 Mid Gore-Tex  Wandelschoenen - Maat 43 - Mannen - zwart/grijs
voor dagelijks gebruik aan te bevelen",https://media.s-bol.com/NOEv1KY0NvOz/550x390.jpg
Merrell Moab 2 Mid GTX Wandelschoenen Heren,"Geschreven bij Merrell  Moab 2 Mid Gore-Tex  Wandelschoenen - Maat 43 - Mannen - zwart/grijs
De Prijs kwaliteitsverhouding, om die reden al een aanrader",https://media.s-bol.com/NOEv1KY0NvOz/550x390.jpg
Merrell Moab 2 Mid GTX Wandelschoenen Heren,"Geschreven bij Merrell  Moab 2 Mid Gore-Tex  Wandelschoenen - Maat 43 - Mannen - zwart/grijs
Prijs-kwaliteit is OK",https://media.s-bol.com/NOEv1KY0NvOz/550x390.jpg
Merrell Moab 2 Mid GTX Wandelschoenen Heren,"Geschreven bij Merrell  Moab 2 Mid Gore-Tex  Wandelschoenen - Maat 42 - Mannen - zwart/grijs
Stevige, lichte wandelschoen met goede grip op de ondergrond. Ook waterdicht.",https://media.s-bol.com/NOEv1KY0NvOz/550x390.jpg
Grisport Wandelschoenen Unisex,"Geschreven bij Grisport Oregon Mid Wandelschoenen Unisex - Blue - Maat 46
superfijne schoen. heel handige veter-vastzetter. veters kunnen haast niet onder het wandelen loskomen",https://media.s-bol.com/Pr30jDpE5X94/q78Rx9R/550x356.jpg
Skechers Escape Plan 2.0 Ashwick Heren Wandelschoenen,"Geschreven bij Skechers Escape Plan 2.0 Ashwick Heren Wandelschoenen - Blauw - Maat 44
Dit zijn echt prima wandelschoenen. Geweldige vering, genoeg stevigheid, goed ademend, lekker licht.",https://media.s-bol.com/mZQpNYA69g33/550x416.jpg
Skechers Escape Plan 2.0 Ashwick Heren Wandelschoenen,"Geschreven bij Skechers Escape Plan 2.0 Ashwick Heren Wandelschoenen - Grijs - Maat 46
Deze Skechers zijn veel steviger als andere Sketchers. Je hebt veel meer steun aan je voeten. Waardoor je er heerlijk mee kunt wandelen. En deze waren nog 20 euro goedkoper als de blauwe variant. Mooi mee genomen.",https://media.s-bol.com/mZQpNYA69g33/550x416.jpg
Skechers Escape Plan 2.0 Ashwick Heren Wandelschoenen,"Geschreven bij Skechers Escape Plan 2.0 Ashwick Heren Wandelschoenen - Zwart - Maat 42
comfortabele wandelschoen, stevig, lichtgewicht en waterdicht",https://media.s-bol.com/mZQpNYA69g33/550x416.jpg
Skechers Escape Plan 2.0 Ashwick Heren Wandelschoenen,"Geschreven bij Skechers Escape Plan 2.0 Ashwick Heren Wandelschoenen - Zwart - Maat 45
Lichte en comfortabele wandelschoen. Stylish ook. Zitten wat ruim, dus zeker géén laat groter nemen. Waterdicht bewezen!",https://media.s-bol.com/mZQpNYA69g33/550x416.jpg
Skechers Escape Plan 2.0 Ashwick Heren Wandelschoenen,"Geschreven bij Skechers Escape Plan 2.0 Ashwick Heren Wandelschoenen - Blauw - Maat 42
Het blijft toch balen als de schoenen een paar dagen later ruim €25.00 zijn afgeprijsd. Verder prima schoen.",https://media.s-bol.com/mZQpNYA69g33/550x416.jpg
Skechers Hillcrest Wandelschoenen - Zwart,Hele fijne schoenen. Ik heb ze al een jaar en ze lopen nog perfect. Prijs-kwaliteit is super! Aanrader !,https://media.s-bol.com/x77JpKmjDlmJ/9QLEZV4/550x309.jpg
Geweo Wandelschoenen Unisex - Outdoor Antislip - Waterdicht en Ademend - Extra Comfort,"Geschreven bij Geweo Wandelschoenen Dames Waterdicht - Outdoorschoenen Heren Waterproof- Outdoor Antislip Outdoorschoenen Unisex - Extra Comfort - Zwart - Maat 42
goed！！",https://media.s-bol.com/BOBoPJNq7X52/jZ9ZY2y/550x538.jpg
Torino Low,"Geschreven bij Grisport Torino Low Wandelschoenen Unisex - Grey - Maat 39
Stevige wandelschoen. Geeft goede ondersteuning aan de enkels. Prijs kwaliteit is zeker zeer goed.Ik heb brede voeten en deze passen perfect. Maat 39 is effectief maat 39. En je kan er steunzolen inleggen want de zool is uitneembaar.",https://media.s-bol.com/JGmQL8RyWlK/yw7xPqE/550x295.jpg
Torino Low,"Geschreven bij Grisport Torino Low Wandelschoenen Unisex - Grey - Maat 38
Lekkere lichte schoenen met een goede prijs-kwaliteitverhouding. Lopen lekker",https://media.s-bol.com/JGmQL8RyWlK/yw7xPqE/550x295.jpg
Torino Low,"Geschreven bij Grisport Torino Low Wandelschoenen Unisex - Grey - Maat 45
Zitten comfortabel, zijn stevig en hebben een leuk design, enige minpuntje is dat de veters iets langer hadden gemogen",https://media.s-bol.com/JGmQL8RyWlK/yw7xPqE/550x295.jpg
